wealth,age,education,socioeconomic
-67000,62,14,4570
-66930,54,0,-8663
-66900,39,13,39278
-66883,60,11,-12725
-66700,28,17,56365
-66400,26,14,-18661
-66400,33,17,44982
-66300,43,17,60545
-66000,43,17,14486
-66000,31,17,101403
-66000,36,11,75072
-66000,34,15,30186
-66000,63,14,12686
-66000,43,17,32550
-66000,31,17,127606
-66000,43,12,-12268
-66000,49,16,116692
-65700,65,12,-24681
-65644,24,12,-10523
-65500,37,12,89511
-65500,40,11,10608
-65300,23,16,1974
-65200,47,12,10685
-65160,28,16,30005
-65158,27,17,19764
-65090,34,16,-4621
-65086,35,15,59123
-65000,46,17,162776
-65000,24,16,22282
-65000,60,13,58249
-65000,49,11,72662
-65000,31,17,154973
-65000,27,16,21254
-65000,28,17,167986
-65000,27,16,25882
-65000,34,17,33030
-65000,29,12,-15413
-65000,39,13,12686
-65000,27,10,-25501
-65000,28,12,8491
-65000,27,15,29881
-65000,36,14,19608
-65000,38,13,4026
-64950,44,13,18519
-64800,24,17,77952
-64600,40,15,27395
-64600,37,17,25980
-64500,24,17,47980
-64500,42,14,21667
-64420,60,16,77682
-64300,44,12,39495
-64300,28,17,116308
-64200,36,14,6126
-64200,22,14,14662
-64100,31,15,415
-64000,26,16,-4309
-64000,30,17,527865
-64000,36,17,25832
-64000,30,17,23214
-64000,25,16,-13599
-64000,28,13,-28029
-64000,46,15,-6798
-64000,36,16,42025
-64000,25,14,94385
-63999,36,16,74026
-63950,36,15,-23689
-63800,34,17,24401
-63700,32,16,832
-63531,36,11,-3415
-63500,40,15,18672
-63400,39,17,78129
-63400,37,14,61350
-63300,38,12,20597
-63200,77,12,9401
-63100,31,16,28512
-63000,30,16,113981
-63000,38,12,26195
-63000,27,17,19014
-63000,54,16,11746
-63000,42,12,-33058
-63000,32,16,7686
-63000,52,14,-4012
-63000,32,17,96174
-63000,41,13,76427
-63000,64,12,-15544
-62990,23,16,-7403
-62800,39,17,120848
-62800,30,17,29835
-62800,35,14,-3733
-62800,35,17,188954
-62800,24,14,-4751
-62500,41,17,61813
-62500,52,16,8686
-62500,34,16,-10406
-62500,29,17,15249
-62300,57,12,-12197
-62200,60,16,24168
-62126,29,9,193115
-62100,24,16,-6179
-62100,31,17,20412
-62094,61,12,67303
-62073,76,10,-9570
-62000,25,16,8238
-62000,35,14,173392
-62000,29,12,21010
-62000,32,17,30895
-62000,28,13,-20870
-61900,37,14,9475
-61900,28,13,16027
-61800,27,13,40982
-61800,31,14,4192
-61800,29,14,35249
-61800,28,15,34266
-61750,33,13,63519
-61550,25,17,27546
-61500,42,12,50513
-61500,27,17,5526
-61500,47,15,-1108
-61500,31,14,1431
-61500,25,16,-3195
-61500,30,16,93772
-61300,28,15,56714
-61300,31,16,71208
-61200,36,15,24308
-61200,20,14,-893
-61100,42,11,46599
-61037,24,17,29829
-61000,32,14,14535
-61000,49,17,64282
-61000,28,17,79988
-61000,42,14,26409
-61000,29,17,265
-61000,42,17,78386
-61000,25,16,29776
-61000,38,17,91336
-61000,62,12,14240
-61000,31,14,-12352
-61000,37,17,42940
-61000,44,15,16638
-60700,29,13,-24032
-60700,45,16,41907
-60500,33,17,40023
-60500,45,15,14146
-60500,24,15,-1098
-60400,29,16,-13969
-60400,45,17,36267
-60000,39,11,-20936
-60000,33,13,126253
-60000,35,17,8205
-60000,25,16,-99
-60000,37,7,110085
-60000,29,16,42700
-60000,64,12,-2987
-60000,38,14,-4605
-60000,33,16,13267
-60000,45,16,151
-60000,56,13,11111
-60000,40,7,-17928
-60000,33,16,57219
-60000,21,11,-6076
-60000,31,17,39226
-60000,61,5,-12559
-60000,33,13,14186
-60000,28,15,18138
-60000,43,12,-8239
-60000,27,16,8945
-60000,32,17,32546
-60000,37,12,-2781
-59970,50,11,-20568
-59955,29,16,4492
-59950,39,13,79516
-59940,31,12,-16703
-59900,24,14,66215
-59900,22,12,3914
-59900,26,17,7745
-59900,44,16,-4251
-59900,62,16,423
-59800,41,16,26814
-59800,41,14,37882
-59800,27,14,-34067
-59800,31,16,-29439
-59700,39,10,-26052
-59600,39,16,-27398
-59600,29,16,-17590
-59550,41,17,-3609
-59500,35,16,125319
-59500,31,16,112348
-59500,29,17,40833
-59500,41,17,44946
-59458,65,16,8661
-59450,24,16,25278
-59400,30,15,31135
-59200,29,10,1901
-59200,28,11,-23332
-59000,31,12,59912
-59000,28,12,-15046
-59000,32,16,39486
-59000,29,16,-717
-59000,31,15,122388
-59000,37,11,-35468
-58999,28,17,84804
-58995,36,16,-3314
-58800,30,16,156462
-58700,27,17,7265
-58600,24,12,25302
-58500,29,17,83395
-58500,60,0,-16364
-58500,33,15,11096
-58400,51,14,2446
-58400,30,12,24486
-58100,32,14,19025
-58000,63,15,-8023
-58000,46,14,67954
-58000,29,16,28901
-58000,25,16,20151
-58000,40,16,143196
-58000,34,17,80267
-58000,27,17,37091
-58000,35,17,-15745
-58000,45,14,11856
-58000,49,14,43316
-58000,36,13,-21788
-58000,23,17,26955
-58000,29,14,28977
-58000,27,17,36607
-58000,32,16,141554
-58000,50,17,169212
-57995,22,13,25818
-57900,29,12,42417
-57900,57,9,5936
-57889,29,16,25911
-57800,29,16,59536
-57800,36,13,15713
-57700,39,14,18089
-57700,40,13,131417
-57662,39,11,-23099
-57600,33,16,124609
-57592,32,14,94755
-57500,38,16,49605
-57500,24,16,22174
-57475,31,13,20604
-57400,22,13,-9699
-57400,24,16,95280
-57300,32,16,13551
-57200,36,17,134372
-57200,29,14,47026
-57100,41,10,19018
-57000,57,13,-15628
-57000,33,16,30573
-57000,26,16,23882
-57000,26,14,126487
-57000,28,17,63952
-57000,20,13,15471
-57000,28,17,17952
-57000,38,16,71767
-57000,38,14,78248
-57000,25,14,28986
-57000,33,16,96258
-57000,43,16,36736
-57000,22,16,36892
-57000,58,13,-7552
-57000,25,11,-25221
-57000,35,15,90365
-57000,51,12,1670
-57000,24,16,16414
-57000,31,15,-12738
-57000,33,16,-5868
-57000,47,14,31913
-57000,27,16,36826
-56980,29,14,-11266
-56965,83,12,-8919
-56818,38,12,20406
-56800,37,14,98492
-56800,52,12,71130
-56800,38,16,-1823
-56700,36,13,-20368
-56600,55,14,91782
-56600,24,12,-26350
-56600,41,16,-1368
-56500,27,13,-2818
-56500,26,12,-26794
-56500,30,16,60672
-56500,25,16,33529
-56400,37,11,-2057
-56400,32,17,43332
-56300,47,17,71174
-56300,35,16,-2469
-56267,73,12,16501
-56200,39,13,52995
-56200,33,17,18901
-56200,29,12,18421
-56000,31,11,12304
-56000,43,12,41979
-56000,33,14,-15547
-56000,33,16,-22785
-56000,34,13,132561
-56000,26,12,53112
-56000,31,15,69090
-56000,40,14,-8033
-56000,24,12,26091
-56000,36,17,73608
-56000,54,16,13301
-56000,29,17,49278
-56000,27,15,-2785
-56000,32,16,78249
-55970,30,14,16767
-55864,43,13,-20487
-55825,40,13,42111
-55800,29,15,49264
-55800,54,15,-14940
-55725,26,16,108742
-55706,36,16,34909
-55700,23,16,35025
-55700,30,13,60685
-55695,26,12,-14898
-55500,46,12,26
-55500,28,17,31901
-55500,23,16,126849
-55500,36,16,-10386
-55500,32,14,45748
-55500,31,16,11873
-55500,37,14,30442
-55400,36,17,198912
-55400,52,14,55270
-55300,37,16,14995
-55300,26,17,28882
-55300,61,15,10981
-55200,36,16,2627
-55199,29,17,102605
-55000,50,14,46986
-55000,44,16,87482
-55000,38,17,45549
-55000,26,17,54014
-55000,55,12,14401
-55000,38,17,44954
-55000,42,12,26110
-55000,36,17,17713
-55000,59,9,19252
-55000,39,12,4091
-55000,76,16,119660
-55000,33,17,292636
-55000,24,16,13622
-55000,41,13,53658
-55000,56,16,-8785
-55000,34,14,3672
-55000,25,17,-7798
-55000,34,16,45332
-55000,56,16,-16491
-55000,42,9,-3401
-55000,35,12,-8020
-54995,34,17,-4439
-54940,31,17,-28651
-54900,52,12,5559
-54900,24,16,21019
-54900,30,15,171599
-54800,27,16,41922
-54750,32,16,47300
-54750,25,11,84287
-54725,56,16,18840
-54700,28,16,104233
-54500,28,17,123278
-54500,34,16,28263
-54500,42,14,42111
-54499,36,14,27245
-54480,45,13,40476
-54400,36,14,33926
-54400,27,16,64025
-54400,23,14,-8099
-54300,35,12,18272
-54300,37,13,16385
-54150,34,17,110899
-54000,61,15,-5753
-54000,41,14,65342
-54000,37,14,127699
-54000,26,17,89267
-54000,30,15,19985
-54000,59,17,-6705
-54000,23,17,54114
-54000,34,15,123986
-54000,27,15,31385
-54000,24,13,20686
-54000,57,14,27884
-54000,29,11,17926
-54000,32,17,63892
-54000,45,11,-1442
-54000,29,14,15215
-54000,28,17,149214
-54000,31,14,-5204
-54000,24,16,37525
-53813,59,13,-7564
-53800,27,13,-7098
-53800,30,16,95573
-53800,35,14,42824
-53800,27,16,25832
-53800,23,17,14074
-53716,37,16,24191
-53700,40,11,-3971
-53700,57,13,54672
-53700,31,17,3711
-53600,32,14,38466
-53500,33,16,145091
-53500,25,15,1195
-53500,29,16,22546
-53400,28,15,8830
-53400,24,12,15507
-53300,38,16,75329
-53297,38,15,-6076
-53271,44,13,47268
-53250,26,13,113
-53000,26,16,36951
-53000,25,16,105198
-53000,28,16,176
-53000,21,13,69329
-53000,36,16,-2385
-53000,28,16,22287
-53000,34,17,147199
-53000,23,14,37649
-53000,26,14,23249
-53000,33,15,107198
-53000,30,17,566623
-53000,57,17,17684
-53000,31,17,-4168
-53000,47,13,68051
-53000,24,16,108253
-53000,49,17,-10030
-53000,27,17,-12785
-53000,33,14,-34297
-53000,54,16,69734
-53000,31,16,144666
-53000,39,17,62670
-52995,33,9,-38172
-52952,57,17,54447
-52900,33,16,-18903
-52855,47,17,191820
-52800,34,16,90132
-52750,34,16,-18390
-52700,41,14,-10420
-52600,25,17,24215
-52500,33,17,164812
-52500,46,11,12614
-52500,56,16,24014
-52500,58,14,-17797
-52500,40,16,-15804
-52500,23,15,14599
-52475,33,14,37834
-52400,42,16,-3365
-52300,38,17,91607
-52298,49,12,67280
-52200,34,15,69479
-52000,53,12,120485
-52000,52,12,142843
-52000,24,16,68267
-52000,34,12,45992
-52000,27,14,21558
-52000,57,17,89026
-52000,32,15,6693
-52000,28,16,-3097
-52000,34,12,119617
-52000,41,12,10532
-52000,54,3,-3231
-52000,31,17,-22673
-52000,53,12,14396
-52000,43,12,73312
-52000,52,12,18142
-52000,44,17,54892
-52000,29,16,45215
-52000,29,14,-15434
-52000,25,16,43940
-52000,41,12,-732
-52000,34,13,-12537
-51990,37,12,65485
-51915,48,13,10740
-51910,46,12,36277
-51900,30,16,10215
-51880,35,17,6798
-51850,40,12,21585
-51800,63,13,40751
-51800,28,17,417353
-51800,51,17,68676
-51600,34,15,3573
-51600,28,12,-4779
-51500,53,17,-18011
-51500,22,14,-2535
-51500,23,13,106052
-51500,30,17,56998
-51450,31,15,10832
-51436,35,17,-3014
-51300,57,14,-36748
-51200,25,16,65558
-51200,27,16,10495
-51200,41,13,70317
-51050,45,17,1834
-51000,42,17,58832
-51000,24,14,1395
-51000,37,17,63371
-51000,30,16,23071
-51000,31,14,138921
-51000,37,17,29503
-51000,52,17,111472
-51000,37,12,10267
-50993,57,16,6686
-50900,52,12,-22142
-50885,27,14,-5186
-50880,48,12,-19794
-50700,24,16,-14368
-50650,23,12,12901
-50600,26,15,41986
-50513,37,17,87522
-50500,34,16,115515
-50500,24,15,46380
-50500,26,13,-14915
-50500,35,14,22579
-50500,50,16,48443
-50500,39,12,24118
-50490,63,16,2284
-50450,34,16,-10601
-50450,26,13,17127
-50350,25,16,40882
-50320,40,14,22812
-50300,23,16,3728
-50300,45,16,57739
-50300,42,16,3312
-50260,35,16,61595
-50200,28,12,28970
-50100,30,14,22926
-50100,44,17,32607
-50000,41,14,84610
-50000,67,15,9283
-50000,45,14,74874
-50000,33,12,23952
-50000,45,12,-18645
-50000,30,16,43986
-50000,24,16,60758
-50000,32,12,-17352
-50000,22,16,15448
-50000,46,12,31127
-50000,48,9,50788
-50000,46,14,117443
-50000,44,16,27664
-50000,27,14,6410
-50000,29,16,-17573
-50000,41,12,-9179
-50000,38,16,10195
-50000,29,16,45607
-50000,57,12,-12748
-50000,23,16,13832
-50000,29,15,25375
-50000,49,16,-14829
-50000,25,14,5832
-50000,29,17,43940
-50000,54,12,35267
-50000,25,7,-12699
-50000,37,14,-14287
-50000,22,9,-24168
-50000,24,9,-3462
-50000,31,15,128761
-50000,48,14,16025
-49999,30,16,41599
-49995,33,15,-2439
-49995,45,13,54961
-49963,46,11,-10985
-49962,58,17,22180
-49950,25,15,9820
-49920,47,11,-7168
-49900,26,17,13802
-49850,43,12,-6314
-49800,38,9,-26209
-49800,28,15,5279
-49800,26,17,7717
-49800,36,16,-10038
-49800,46,12,-7215
-49800,23,15,-17350
-49800,43,12,-9450
-49800,61,12,-14300
-49700,38,16,3162
-49694,49,12,50864
-49600,26,16,196215
-49500,51,12,49236
-49500,26,16,39625
-49500,28,16,47329
-49500,44,14,28121
-49500,45,14,24052
-49500,27,15,-8590
-49500,39,17,47682
-49500,28,16,54058
-49400,55,14,6832
-49400,21,15,-17155
-49399,36,13,17097
-49290,41,14,5361
-49200,28,12,31691
-49177,39,13,16831
-49091,39,16,68433
-49080,22,12,7809
-49000,45,16,139511
-49000,30,17,284772
-49000,50,12,10386
-49000,38,17,-21873
-49000,35,14,40707
-49000,23,16,705
-49000,23,16,-31074
-49000,28,16,72940
-49000,36,16,102087
-49000,39,16,25264
-49000,52,12,29248
-49000,39,15,49721
-49000,39,12,-19240
-49000,27,14,8702
-48990,56,12,-13826
-48940,52,12,92986
-48900,27,16,33432
-48800,38,13,51791
-48800,24,12,3597
-48800,43,14,38560
-48700,52,17,2359
-48700,49,13,80268
-48700,27,17,63578
-48600,25,16,17278
-48600,24,12,-18285
-48500,33,14,102310
-48500,26,16,4152
-48500,43,17,114215
-48500,43,9,-2273
-48500,34,14,8901
-48500,49,17,65120
-48500,23,14,-13740
-48500,23,12,13812
-48500,34,12,-25409
-48500,25,17,15902
-48500,38,11,-20574
-48400,36,12,33217
-48400,34,16,-9490
-48200,24,16,27902
-48190,25,12,14748
-48180,25,17,26904
-48100,27,12,33318
-48050,48,12,31380
-48000,55,13,978
-48000,31,10,-20301
-48000,35,12,27672
-48000,20,12,-23069
-48000,24,16,7832
-48000,45,14,41480
-48000,27,16,8779
-48000,36,12,18397
-48000,35,12,3057
-48000,41,17,27238
-48000,58,12,21948
-48000,22,14,14558
-48000,32,12,33089
-48000,41,17,62910
-48000,26,9,-33305
-47995,26,16,9782
-47995,26,16,4764
-47975,38,12,14938
-47972,40,13,5230
-47945,31,14,20902
-47900,27,14,-16334
-47900,26,16,30901
-47900,24,16,8403
-47800,37,17,29517
-47800,56,13,-23175
-47800,23,15,-14778
-47800,40,13,21529
-47800,58,12,35772
-47700,30,16,57335
-47700,27,14,83290
-47600,33,13,-2690
-47600,45,17,84901
-47580,25,16,-17423
-47500,44,17,-24642
-47500,30,12,31099
-47500,36,16,-11768
-47500,28,15,-32761
-47500,28,16,24573
-47300,25,14,37952
-47250,45,12,-1308
-47200,22,16,20278
-47142,20,13,-8168
-47100,60,16,14602
-47100,58,16,102147
-47050,43,12,4521
-47000,48,11,6967
-47000,25,17,173154
-47000,38,14,79118
-47000,29,13,4067
-47000,28,17,113902
-47000,43,14,50277
-47000,43,14,6279
-47000,36,14,-23438
-47000,48,16,6725
-47000,49,12,48438
-47000,46,14,12575
-47000,29,17,85812
-47000,22,16,4278
-47000,34,13,-6503
-47000,39,14,15742
-47000,29,14,-2222
-47000,43,16,209770
-47000,22,16,8597
-47000,29,17,33572
-46999,42,12,129080
-46998,36,17,37965
-46997,24,16,15837
-46990,39,14,40255
-46969,22,14,69587
-46950,54,17,75315
-46901,30,17,80179
-46900,21,15,10792
-46900,21,12,-11777
-46800,37,17,12810
-46700,37,17,63025
-46500,32,15,16432
-46500,37,14,62546
-46500,24,16,75658
-46500,32,11,37834
-46500,58,9,25189
-46500,46,16,65073
-46500,23,15,16581
-46400,52,12,226788
-46400,55,14,36500
-46075,33,17,44165
-46000,30,17,93186
-46000,30,17,66215
-46000,25,16,-10285
-46000,53,16,147082
-46000,28,17,23906
-46000,48,17,60046
-46000,54,17,23461
-46000,58,6,-8543
-46000,43,12,19418
-46000,34,17,17210
-46000,27,16,43209
-46000,29,13,-26568
-46000,36,16,35213
-46000,23,12,-35089
-46000,51,14,25665
-46000,27,17,35580
-45900,29,12,151890
-45800,31,16,23409
-45800,39,17,10724
-45800,22,11,-4020
-45800,67,13,21071
-45800,47,14,-4714
-45760,28,14,25372
-45600,38,15,94434
-45600,32,12,115980
-45600,23,16,22228
-45500,38,11,-6865
-45500,30,17,21313
-45500,38,17,149071
-45500,58,12,-12221
-45500,60,12,-14481
-45500,26,17,17732
-45313,28,17,38226
-45250,60,17,37405
-45200,49,14,27762
-45200,57,17,5832
-45000,41,15,17505
-45000,46,13,26144
-45000,26,16,56107
-45000,27,16,59748
-45000,29,16,11480
-45000,41,13,20343
-45000,48,12,-16470
-45000,58,6,-14304
-45000,63,12,11125
-45000,28,15,60610
-45000,27,15,70986
-45000,23,16,1820
-45000,30,15,22262
-45000,30,14,15601
-45000,55,13,67649
-45000,37,15,-19522
-45000,47,15,16871
-45000,26,17,154796
-45000,56,12,-29033
-45000,26,13,-19349
-45000,31,14,37183
-45000,58,17,173036
-45000,27,14,51778
-44999,56,0,14672
-44980,44,13,-4336
-44979,32,12,-14694
-44975,29,12,-16849
-44938,52,12,1320
-44900,34,14,26123
-44800,59,12,2025
-44800,29,13,30981
-44800,28,11,-17806
-44696,55,12,-6242
-44640,25,17,34278
-44600,28,16,31902
-44575,36,16,168022
-44500,35,17,52840
-44500,52,14,-5320
-44500,25,17,22049
-44500,39,16,17585
-44500,37,15,8847
-44500,36,17,73479
-44499,31,12,-5633
-44420,51,12,64045
-44350,27,17,55986
-44300,53,12,-12756
-44300,25,16,4702
-44300,27,17,63249
-44300,25,17,23713
-44300,33,13,-20987
-44200,31,16,47902
-44200,28,16,148672
-44100,60,17,16187
-44100,28,14,9249
-44100,50,17,-402
-44050,32,17,-10772
-44000,31,14,154037
-44000,42,14,55994
-44000,26,17,58014
-44000,32,14,117986
-44000,35,17,37832
-44000,34,11,60110
-44000,25,16,103567
-44000,36,17,30320
-44000,63,9,16213
-44000,22,16,-1426
-44000,45,16,77370
-44000,33,15,3350
-43850,31,16,7973
-43800,43,14,46810
-43800,33,16,76529
-43800,40,14,21027
-43800,55,14,1578
-43700,37,13,936
-43700,25,9,-35374
-43700,30,17,47315
-43700,58,16,29701
-43600,27,16,72982
-43600,53,14,18243
-43575,26,16,19215
-43500,30,12,-6955
-43500,24,16,45585
-43500,26,16,46609
-43500,35,15,7262
-43500,40,16,38748
-43500,32,11,-29490
-43500,35,12,5940
-43500,51,12,-8939
-43500,34,9,9179
-43500,25,17,50832
-43500,52,16,12865
-43450,35,15,5267
-43300,55,12,10577
-43300,26,17,76672
-43281,31,14,18959
-43200,32,17,35001
-43160,41,12,-13193
-43150,36,16,-3089
-43100,29,17,22334
-43064,29,16,59973
-43000,68,17,34133
-43000,23,16,30597
-43000,33,11,-27939
-43000,37,12,185967
-43000,26,12,-26699
-43000,29,15,-21178
-43000,25,12,-12427
-43000,27,17,58408
-43000,33,16,-4751
-43000,27,12,29262
-43000,56,16,-5084
-42980,58,12,14287
-42900,30,12,35910
-42900,39,14,73262
-42900,41,14,-27269
-42815,34,11,59427
-42767,33,12,32524
-42700,22,16,-424
-42650,22,16,43212
-42500,26,17,93767
-42500,24,17,46001
-42500,34,15,22891
-42500,38,9,-1669
-42500,42,12,-26854
-42478,55,11,18120
-42470,32,12,12310
-42465,34,13,-18033
-42400,39,15,20988
-42400,48,14,991
-42300,29,17,51692
-42300,23,16,27292
-42200,49,9,26738
-42113,42,17,19693
-42000,59,15,-207
-42000,37,11,-6252
-42000,32,16,109221
-42000,53,12,70382
-42000,45,14,19949
-42000,37,16,13689
-42000,26,12,2507
-42000,50,11,-15328
-42000,42,16,137986
-42000,23,14,25293
-42000,57,6,32573
-42000,27,10,7542
-42000,48,12,-15658
-42000,33,13,117327
-42000,39,12,89812
-42000,50,12,51940
-42000,23,16,28808
-42000,42,12,100913
-42000,42,9,-36511
-42000,26,11,40702
-42000,50,15,14025
-42000,30,13,-26873
-42000,29,15,15701
-42000,29,14,-31184
-42000,48,17,97608
-42000,34,16,-4423
-41997,24,13,-6351
-41995,31,15,57399
-41991,49,10,-1367
-41979,46,12,9976
-41900,57,16,73133
-41880,40,16,142644
-41850,23,15,-2422
-41800,31,14,35835
-41800,54,16,21643
-41800,26,14,20546
-41700,61,17,41686
-41700,23,15,8767
-41600,51,11,-8785
-41548,31,11,-40094
-41500,25,16,29531
-41450,26,14,15375
-41400,35,14,21105
-41300,24,16,4847
-41300,57,16,26689
-41300,58,0,8267
-41200,36,16,91031
-41200,27,17,34901
-41200,46,12,26653
-41200,41,14,-28973
-41157,58,11,33215
-41150,37,15,71790
-41100,32,12,41838
-41000,43,17,19484
-41000,34,17,6497
-41000,62,17,38495
-41000,29,16,69558
-41000,21,14,61458
-41000,62,17,42249
-41000,28,11,12299
-41000,32,15,58529
-41000,39,16,66430
-41000,26,12,-17605
-41000,32,12,39279
-41000,41,12,25347
-41000,42,17,37395
-41000,34,14,8592
-41000,34,17,-7471
